Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type,POS Eligble,"Spread Table
1, 4 = Part A
3 = Part B
5 = Part D"
00953,SHAW BROTHERS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8072W1087,,Y,,Y,,,,Y,,,,Y,1
00954,CHANGMAO BIO,Equity,Equity Securities (Main Board),"4,000",RMB 0.1000,CNE100000106,,Y,,Y,,,,Y,,,,Y,1
00956,CHINA SUNTIEN,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100000TW9,,Y,Y,Y,Y,,,Y,,,,Y,1
00959,CENTURY ENT INT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2031G1069,,Y,,Y,,,,Y,,,,Y,1
00960,LONGFOR GROUP,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG5635P1090,,Y,Y,Y,Y,,,Y,,,,Y,1
00966,CHINA TAIPING,Equity,Equity Securities (Main Board),200,,HK0000055878,,Y,Y,Y,Y,,,Y,,,,Y,1
00968,XINYI SOLAR,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9829N1025,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
00969,HUA LIEN INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4636M1087,,Y,,Y,,,,Y,,,,Y,1
00970,NEW SPARKLEROLL,Equity,Equity Securities (Main Board),"8,000",HKD 0.0020,BMG8310J1099,,Y,,Y,,,,Y,,,,Y,1
00973,L'OCCITANE,Equity,Equity Securities (Main Board),250,EUR 0.0300,LU0501835309,,Y,Y,Y,Y,,,Y,,,,Y,1
00974,SKL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG2163D1034,,Y,,Y,,,,Y,,,,Y,1
00975,MONGOL MINING,Equity,Equity Securities (Main Board),"3,000",USD 0.1000,KYG6264V1361,,Y,Y,Y,,,,Y,,,,Y,1
00976,CHIHO ENV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4465A1004,,Y,,Y,,,,Y,,,,Y,1
00978,CHI MER LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG210AW1064,,Y,,Y,,,,Y,,,,Y,1
00979,GREEN ENERGY GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4088X1074,,Y,,Y,,,,Y,,,,Y,1
00980,LIANHUA,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003P2,,Y,,Y,,,,Y,,,,Y,1
00981,SMIC,Equity,Equity Securities (Main Board),500,USD 0.0040,KYG8020E1199,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
00982,HUAFA PPT SER,Equity,Equity Securities (Main Board),"20,000",HKD 0.00025,BMG4643X1056,,Y,,Y,,,,Y,,,,Y,1
00983,SOCAM DEV,Equity,Equity Securities (Main Board),"2,000",HKD 1.0000,BMG8249T1036,,Y,,Y,,,,Y,,,,Y,1
00984,AEON STORES,Equity,Equity Securities (Main Board),500,,HK0000084183,,Y,,Y,,,,Y,,,,Y,1
00985,CST GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG2586J1177,,Y,,Y,,,,Y,,,,Y,1
00986,CH ENV ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2125A2219,,Y,,Y,,,,Y,,,,Y,1
00987,CH RENEW EN INV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2161D1051,,Y,,Y,,,,Y,,,,Y,1
00988,SILKROAD LOG,Equity,Equity Securities (Main Board),"9,000",HKD 0.1000,BMG819221174,,Y,,Y,,,,Y,,,,Y,1
00989,HUA YIN INTL H,Equity,Equity Securities (Main Board),"5,000",HKD 0.0500,BMG464011086,,Y,,Y,,,,Y,,,,Y,1
00990,THEME INT'L,Equity,Equity Securities (Main Board),"10,000",HKD 0.0025,BMG8800F1876,,Y,Y,Y,Y,,,Y,,,,Y,1
00991,DATANG POWER,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002Z3,,Y,Y,Y,Y,,,Y,,,,Y,1
00992,LENOVO GROUP,Equity,Equity Securities (Main Board),"2,000",,HK0992009065,,Y,Y,Y,Y,Y,,Y,,,,Y,1
00993,HUARONG INT FIN,Equity,Equity Securities (Main Board),"1,000",HKD 0.0010,BMG4643L1019,,Y,,Y,,,,Y,,,,Y,1
00994,CT VISION SL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2588A1067,,Y,,Y,,,,Y,,,,Y,1
00995,ANHUIEXPRESSWAY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000001X0,,Y,Y,Y,,,,Y,,,,Y,1
00996,CARNIVAL GROUP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG1991V1292,,Y,,Y,,,,Y,,,,Y,1
00997,CHINLINK INTL,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,BMG2113K1650,,Y,,Y,,,,Y,,,,Y,1
00998,CITIC BANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000001Q4,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01000,BEIJING MEDIA,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000254,,Y,,Y,,,,Y,,,,Y,1
01001,HK SH ALLIANCE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8000T1027,,Y,,Y,,,,Y,,,,Y,1
01002,V.S. INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.0500,KYG939951011,,Y,,Y,,,,Y,,,,Y,1
01003,HUANXI MEDIA,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG4643J1062,,Y,Y,Y,,,,Y,,,,Y,1
01004,C SMARTERENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0025,BMG2116L1037,,Y,,Y,,,,Y,,,,Y,1
01005,MATRIX HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5888V1265,,Y,,Y,,,,Y,,,,Y,1
01007,LONGHUI INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0040,KYG563801359,,Y,,Y,,,,Y,,,,Y,1
01008,LITU HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0050,,,Y,,Y,,,,Y,,,,Y,1
01009,INT'L ENT,Equity,Equity Securities (Main Board),"2,000",HKD 1.0000,KYG4843W1050,,Y,,Y,,,,Y,,,,Y,1
01010,PACRAY INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6866U1062,,Y,,Y,,,,Y,,,,Y,1
01011,NT PHARMA,Equity,Equity Securities (Main Board),500,USD 0.00000008,KYG2114L1059,,Y,,Y,,,,Y,,,,Y,1
01012,P ONTARIO B2024,Debt Securities,,10,,CA683234HL50,07/02/2024,,,,,,,,,"CAD 1,000",Professional,,3
01013,WAI CHUN GROUP,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,BMG9427H1198,,Y,,Y,,,,Y,,,,Y,1
01020,CYBERNAUT INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2606Y1026,,Y,,Y,,,,Y,,,,Y,1
01022,FEIYU,Equity,Equity Securities (Main Board),"1,500",USD 0.0000001,KYG337691037,,Y,,Y,,,,Y,,,,Y,1
01023,SITOY GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8190E1052,,Y,,Y,,,,Y,,,,Y,1
01024,KUAISHOU-W,Equity,Equity Securities (Main Board),100,USD 0.0000053,KYG532631028,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01025,KNT HOLDINGS,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG5042B1077,,Y,,Y,,,,Y,,,,Y,1
01026,UNIVERSAL TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG9287P1028,,Y,,Y,,,,Y,,,,Y,1
01027,CHINA JICHENG,Equity,Equity Securities (Main Board),"10,000",HKD 0.0320,KYG2163B1564,,Y,,Y,,,,Y,,,,Y,1
01028,C.BANNER,Equity,Equity Securities (Main Board),"1,000",USD 0.0150,BMG2008E1003,,Y,,Y,,,,Y,,,,Y,1
01029,IRC,Equity,Equity Securities (Main Board),"2,000",,HK0000068244,,Y,Y,Y,,,,Y,,,,Y,1
01030,SEAZEN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG7956A1094,,Y,Y,Y,Y,,,Y,,,,Y,1
01031,KINGSTON FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0200,BMG5266H1034,,Y,,Y,,,,Y,,,,Y,1
01033,SINOPEC SSC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004D6,,Y,Y,Y,,,,Y,,,,Y,1
01034,FULLWEALTH,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG3691M1024,,Y,,Y,,,,Y,,,,Y,1
01036,VANKE OVERSEAS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
01037,MAXNERVA TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5993Y1066,,Y,,Y,,,,Y,,,,Y,1
01038,CKI HOLDINGS,Equity,Equity Securities (Main Board),500,HKD 1.0000,BMG2178K1009,,Y,Y,Y,Y,,,Y,,,,Y,1
01039,CHANGYOU ALLI,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG2122D1034,,Y,,Y,,,,Y,,,,Y,1
01044,HENGAN INT'L,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG4402L1510,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01045,APT SATELLITE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0438M1064,,Y,,Y,,,,Y,,,,Y,1
01046,UNIVERSE ENT,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,,Y,1
01047,NGAI HING HONG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG650311092,,Y,,Y,,,,Y,,,,Y,1
01049,CELESTIAL ASIA,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG2007W1432,,Y,,Y,,,,Y,,,,Y,1
01050,KARRIE INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5215H1051,,Y,,Y,,,,Y,,,,Y,1
01051,G-RESOURCES,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,BMG4111M2019,,Y,,Y,,,,Y,,,,Y,1
01052,YUEXIUTRANSPORT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9880L1028,,Y,Y,Y,Y,,,Y,,,,Y,1
01053,CHONGQING IRON,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002W0,,Y,,Y,,,,Y,,,,Y,1
01055,CHINA SOUTH AIR,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002T6,,Y,Y,Y,Y,,,Y,,,,Y,1
01057,ZHEJIANG SHIBAO,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004W6,,Y,,Y,,,,Y,,,,Y,1
01058,NAMYUE HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,HK1058006367,,Y,,Y,,,,Y,,,,Y,1
01059,KANTONE HOLDING,Equity,Equity Securities (Main Board),"3,000",HKD 0.1000,KYG521531486,,Y,,Y,,,,Y,,,,Y,1
01060,ALI PICTURES,Equity,Equity Securities (Main Board),"10,000",HKD 0.2500,BMG0171W1055,,Y,Y,Y,Y,,,Y,,,,Y,1
01061,ESSEX BIO-TECH,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG312371035,,Y,,Y,,,,Y,,,,Y,1
01062,CDB INT'L INV,Equity,Investment Companies,"10,000",HKD 0.0100,KYG2125D1007,,Y,,Y,,,,Y,,,,Y,1
01063,SUNCORP TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0060,BMG8571C2494,,Y,,Y,,,,Y,,,,Y,1
01064,ZHONG HUA INT'L,Equity,Equity Securities (Main Board),"5,000",HKD 0.0250,BMG9890M1819,,Y,,Y,,,,Y,,,,Y,1
01065,TIANJIN CAPITAL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004G9,,Y,,Y,,,,Y,,,,Y,1
01066,WEIGAO GROUP,Equity,Equity Securities (Main Board),400,RMB 0.1000,CNE100000171,,Y,Y,Y,Y,,,Y,,,,Y,1
01068,YURUN FOOD,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG211591018,,Y,,Y,,,,Y,,,,Y,1
01069,BOZZA DEVELOP,Equity,Equity Securities (Main Board),"40,000",HKD 0.0020,KYG2152K1004,,Y,,Y,,,,Y,,,,Y,1
01070,TCL ELECTRONICS,Equity,Equity Securities (Main Board),"1,000",HKD 1.0000,KYG8701T1388,,Y,Y,Y,Y,,,Y,,,,Y,1
01071,HUADIAN POWER,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003D8,,Y,Y,Y,,,,Y,,,,Y,1
01072,DONGFANG ELEC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000304,,Y,Y,Y,,,,Y,,,,Y,1
01073,DA YU FIN,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,KYG2691D1126,,Y,,Y,,,,Y,,,,Y,1
01075,CAPINFO,Equity,Equity Securities (Main Board),"6,000",RMB 0.1000,CNE1000000X2,,Y,,Y,,,,Y,,,,Y,1
01076,IMPERIAL PAC,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG4769M1230,,Y,,Y,,,,Y,,,,Y,1
01079,PINE TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG709641044,,Y,,Y,,,,Y,,,,Y,1
01080,SHENGLI PIPE,Equity,Equity Securities (Main Board),"1,500",HKD 0.1000,KYG811661035,,Y,,Y,,,,Y,,,,Y,1
01082,HK EDU INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0500,BMG4588S1456,,Y,,Y,,,,Y,,,,Y,1
01083,TG SMART ENERGY,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8972T1067,,Y,Y,Y,Y,,,Y,,,,Y,1
01084,GF HYDROCOLLOID,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4091F1019,,Y,,Y,,,,Y,,,,Y,1
01085,HXTL,Equity,Equity Securities (Main Board),"2,000",,SG1T38930320,,Y,,Y,,,,Y,,,,Y,1
01086,GOODBABY INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG398141013,,Y,,Y,,,,Y,,,,Y,1
01087,INVESTECH HLDGS,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,BMG492321127,,Y,,Y,,,,Y,,,,Y,1
01088,CHINA SHENHUA,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000002R0,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01090,DA MING INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2744A1076,,Y,,Y,,,,Y,,,,Y,1
01091,SOUTH MANGANESE,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG8291R1043,,Y,,Y,,,,Y,,,,Y,1
01093,CSPC PHARMA,Equity,Equity Securities (Main Board),"2,000",,HK1093012172,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01094,CHERISH SUN,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,BMG2157R1346,,Y,,Y,,,,Y,,,,Y,1
01096,SINO ENERGY INT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG817001095,,Y,,Y,,,,Y,,,,Y,1
01097,I-CABLE COMM,Equity,Equity Securities (Main Board),"20,000",,HK1097008929,,Y,,Y,,,,Y,,,,Y,1
01098,ROAD KING INFRA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG760581097,,Y,Y,Y,,,,Y,,,,Y,1
01099,SINOPHARM,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE100000FN7,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01100,MAINLAND HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5754W1091,,Y,,Y,,,,Y,,,,Y,1
01101,HUARONG ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,KYG2116D1198,,Y,,Y,,,,Y,,,,Y,1
01102,ENVIRO ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG315661390,,Y,,Y,,,,Y,,,,Y,1
01103,DASHENG AGR FIN,Equity,Equity Securities (Main Board),"8,000",RMB 0.1000,CNE100000429,,Y,,Y,,,,Y,,,,Y,1
01104,APAC RESOURCES,Equity,Equity Securities (Main Board),"20,000",HKD 1.0000,BMG0403V2062,,Y,,Y,,,,Y,,,,Y,1
01105,SING TAO,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG8196H1280,,Y,,Y,,,,Y,,,,Y,1
01107,MODERN LAND,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG618221058,,Y,,Y,,,,Y,,,,Y,1
01108,LUOYANG GLASS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Q0,,Y,Y,Y,,,,Y,,,,Y,1
01109,CHINA RES LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2108Y1052,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01110,KINGWORLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG5268M1006,,Y,,Y,,,,Y,,,,Y,1
01112,H&H INTL HLDG,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG4387E1070,,Y,Y,Y,Y,,,Y,,,,Y,1
01113,CK ASSET,Equity,Equity Securities (Main Board),500,HKD 1.0000,KYG2177B1014,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01114,BRILLIANCE CHI,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,BMG1368B1028,,Y,,Y,,,,Y,,,,Y,1
01115,TIBET WATER,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG886121097,,Y,,Y,,,,Y,,,,Y,1
01116,MAYER HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.2000,KYG5906L1005,,Y,,Y,,,,Y,,,,Y,1
01117,CH MODERN D,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG215791008,,Y,Y,Y,Y,,,Y,,,,Y,1
01118,GOLIK HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG2618A1009,,Y,,Y,,,,Y,,,,Y,1
01119,IDREAMSKY,Equity,Equity Securities (Main Board),400,USD 0.0001,KYG470811079,,Y,Y,Y,Y,,,Y,,,,Y,1
01120,ARTS OPTICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0505B1081,,Y,,Y,,,,Y,,,,Y,1
01121,GOLDENSOLAR,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG4012S1093,,Y,Y,Y,Y,,,Y,,,,Y,1
01122,QINGLING MOTORS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Y4,,Y,,Y,,,,Y,,,,Y,1
01123,CHINA-HK PHOTO,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2106Y1075,,Y,,Y,,,,Y,,,,Y,1
01124,COASTAL GL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2239B1239,,Y,,Y,,,,Y,,,,Y,1
01125,LAI FUNG HOLD,Equity,Equity Securities (Main Board),400,HKD 5.0000,KYG5342X1227,,Y,,Y,,,,Y,,,,Y,1
01126,DREAM INT'L,Equity,Equity Securities (Main Board),"2,000",,HK1126010854,,Y,,Y,,,,Y,,,,Y,1
01127,LION ROCK GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,BMG6577U1062,,Y,,Y,,,,Y,,,,Y,1
01128,WYNN MACAU,Equity,Equity Securities (Main Board),400,HKD 0.0010,KYG981491007,,Y,Y,Y,Y,,,Y,,,,Y,1
01129,WATER INDUSTRY,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG2114E1355,,Y,,Y,,,,Y,,,,Y,1
01130,CHINA ENV RES,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,KYG215691430,,Y,,Y,,,,Y,,,,Y,1
01132,ORANGE SKY G H,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,BMG6770K1291,,Y,,Y,,,,Y,,,,Y,1
01133,HARBIN ELECTRIC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003C0,,Y,Y,Y,,,,Y,,,,Y,1
01134,KELFRED,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG5S44A1075,,Y,,Y,,,,Y,,,,Y,1
01137,HK TECH VENTURE,Equity,Equity Securities (Main Board),"1,000",,HK0000065349,,Y,Y,Y,Y,,,Y,,,,Y,1
01138,COSCO SHIP ENGY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002S8,,Y,Y,Y,,,,Y,,,,Y,1
01140,WEALTHKING INV,Equity,Investment Companies,"4,000",HKD 0.1000,KYG9496A1022,,Y,Y,Y,,,,Y,,,,Y,1
01141,CMBC CAPITAL,Equity,Equity Securities (Main Board),"1,000",HKD 0.4000,BMG2233G2014,,Y,,Y,,,,Y,,,,Y,1
01142,E&P GLOBAL,Equity,Equity Securities (Main Board),"4,000",HKD 2.0000,KYG813461764,,Y,,Y,,,,Y,,,,Y,1
01143,LINKASIA MEDTEC,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,KYG5500A1123,,Y,,Y,,,,Y,,,,Y,1
01145,COURAGE INV,Equity,Equity Securities (Main Board),"20,000",USD 0.0010,BMG246371113,,Y,,Y,,,,Y,,,,Y,1
01146,CH OUTFITTERS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2115H1039,,Y,,Y,,,,Y,,,,Y,1
01147,EDENSOFT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG2932B1077,,Y,,Y,,,,Y,,,,Y,1
01148,POWER XINCHEN,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG9830E1098,,Y,,Y,,,,Y,,,,Y,1
01150,MILAN STATION,Equity,Equity Securities (Main Board),"10,000",HKD 0.0400,KYG611701171,,Y,,Y,,,,Y,,,,Y,1
01152,MOMENTUM FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0050,,,Y,,Y,,,,Y,,,,Y,1
01153,JIAYUAN SER,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG5139K1013,,Y,,Y,,,,Y,,,,Y,1
01156,CHINANEWENERGY,Equity,Equity Securities (Main Board),"4,000",GBP 0.00025,JE00B3RWLF12,,Y,,Y,,,,Y,,,,Y,1
01157,ZOOMLION,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000X85,,Y,Y,Y,Y,,,Y,,,,Y,1
01159,STARLIGHT CUL,Equity,Equity Securities (Main Board),500,HKD 0.1000,,,Y,,Y,,,,Y,,,,Y,1
01160,GOLDSTONE CAP,Equity,Investment Companies,"100,000",HKD 0.1000,BMG987631089,,Y,,Y,,,,Y,,,,Y,1
01161,WATER OASIS GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9477E1070,,Y,,Y,,,,Y,,,,Y,1
01162,LUMINA GROUP,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG569821047,,Y,,Y,,,,Y,,,,Y,1
01163,ADTIGER CORP,Equity,Equity Securities (Main Board),"2,500",USD 0.0005,KYG009701064,,Y,,Y,,,,Y,,,,Y,1
01164,CGN MINING,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG2029E1052,,Y,Y,Y,,,,Y,,,,Y,1
01165,SFCE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8116S1057,,Y,,Y,,,,Y,,,,Y,1
01166,SOLARTECH INT'L,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG8252G2207,,Y,,Y,,,,Y,,,,Y,1
01167,JACOBIO-B,Equity,Equity Securities (Main Board),300,USD 0.0001,KYG4987A1094,,Y,Y,Y,Y,,,Y,,,,Y,1
01168,SINOLINK HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8165B1028,,Y,,Y,,,,Y,,,,Y,1
01170,KINGMAKER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5256W1029,,Y,,Y,,,,Y,,,,Y,1
01171,YANKUANG ENERGY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004Q8,,Y,Y,Y,Y,Y,Y,Y,,,,Y,1
01172,MAGNUSCONCORDIA,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,KYG5792H1065,,Y,,Y,,,,Y,,,,Y,1
01173,VEEKO INT'L,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG9326E1263,,Y,,Y,,,,Y,,,,Y,1
01175,FRESH EXP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG3673S1012,,Y,,Y,,,,Y,,,,Y,1
01176,ZHUGUANG HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9908J1053,,Y,Y,Y,Y,,,Y,,,,Y,1
01177,SINO BIOPHARM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,KYG8167W1380,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01179,HWORLD-S,Equity,Equity Securities (Main Board),100,USD 0.00001,KYG465871120,,Y,Y,Y,Y,,,Y,,,,Y,1
01180,PARADISE ENT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG6893L1375,,Y,,Y,,,,Y,,,,Y,1
01181,TANG PALACE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG867001128,,Y,,Y,,,,Y,,,,Y,1
01182,SUCCESS DRAGON,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG8551N1166,,Y,,Y,,,,Y,,,,Y,1
01183,MECOM POWER,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5960P1046,,Y,Y,Y,,,,Y,,,,Y,1
01184,S.A.S. DRAGON,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7814X1011,,Y,,Y,,,,Y,,,,Y,1
01185,CHINA ENERGINE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG215511091,,Y,,Y,,,,Y,,,,Y,1
01186,CHINA RAIL CONS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000981,,Y,Y,Y,Y,Y,,Y,,,,Y,1
01188,HYBRID KINETIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4709W1082,,Y,,Y,,,,Y,,,,Y,1
01189,GBA DYNAMIC,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG4153P1041,,Y,,Y,,,,Y,,,,Y,1
01191,CHINA GEM HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2116X1074,,Y,,Y,,,,Y,,,,Y,1
01192,TITAN PETROCHEM,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG8890G1371,,Y,,Y,,,,Y,,,,Y,1
01193,CHINA RES GAS,Equity,Equity Securities (Main Board),100,HKD 0.1000,BMG2113B1081,,Y,Y,Y,Y,,,Y,,,,Y,1
01194,BAY AREA GOLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG089001058,,Y,,Y,,,,Y,,,,Y,1
